"","Postcode","Locality","Average net tax 1","Percentage of total Average Tax paid","Average Salary 1","Percentage of Total State Income","Average Net Tax","Average Salary"
"296",3129,"MONT ALBERT NORTH",17855,0.192432857,58747,0.180177561,0.161509035,0.429308652
"297",3130,"BLACKBURN",17976,0.193736938,60611,0.185894465,0.163236176,0.455448044
"298",3130,"BLACKBURN NORTH",17976,0.193736938,60611,0.185894465,0.163236176,0.455448044
"299",3130,"BLACKBURN SOUTH",17976,0.193736938,60611,0.185894465,0.163236176,0.455448044
"300",3130,"LABURNUM",17976,0.193736938,60611,0.185894465,0.163236176,0.455448044
"301",3131,"BRENTFORD SQUARE",13960,0.150454365,55353,0.169768133,0.105912244,0.381713645
"302",3131,"FOREST HILL",13960,0.150454365,55353,0.169768133,0.105912244,0.381713645
"303",3131,"NUNAWADING",13960,0.150454365,55353,0.169768133,0.105912244,0.381713645
"304",3132,"MITCHAM",15362,0.165564466,58416,0.179162381,0.125924234,0.424666947
"305",3132,"MITCHAM NORTH",15362,0.165564466,58416,0.179162381,0.125924234,0.424666947
"306",3132,"RANGEVIEW",15362,0.165564466,58416,0.179162381,0.125924234,0.424666947
"307",3133,"VERMONT",16541,0.178271178,56668,0.17380125,0.142753147,0.400154256
"308",3133,"VERMONT SOUTH",16541,0.178271178,56668,0.17380125,0.142753147,0.400154256
"309",3134,"HEATHWOOD",15490,0.166943991,56111,0.172092926,0.127751292,0.39234329
"310",3134,"RINGWOOD",15490,0.166943991,56111,0.172092926,0.127751292,0.39234329
"311",3134,"RINGWOOD NORTH",15490,0.166943991,56111,0.172092926,0.127751292,0.39234329
"312",3134,"WARRANDYTE SOUTH",15490,0.166943991,56111,0.172092926,0.127751292,0.39234329
"313",3134,"WARRANWOOD",15490,0.166943991,56111,0.172092926,0.127751292,0.39234329
"314",3135,"BEDFORD ROAD",14097,0.151930887,55887,0.171405916,0.107867767,0.389202075
"315",3135,"HEATHMONT",14097,0.151930887,55887,0.171405916,0.107867767,0.389202075
"316",3135,"RINGWOOD EAST",14097,0.151930887,55887,0.171405916,0.107867767,0.389202075
"317",3136,"CROYDON",13380,0.144203395,53874,0.165232027,0.097633389,0.360973216
"318",3136,"CROYDON HILLS",13380,0.144203395,53874,0.165232027,0.097633389,0.360973216
"319",3136,"CROYDON NORTH",13380,0.144203395,53874,0.165232027,0.097633389,0.360973216
"320",3136,"CROYDON SOUTH",13380,0.144203395,53874,0.165232027,0.097633389,0.360973216
"321",3137,"KILSYTH",12060,0.129977051,50052,0.15350992,0.078791858,0.307376245
"322",3137,"KILSYTH SOUTH",12060,0.129977051,50052,0.15350992,0.078791858,0.307376245
"323",3138,"MOOROOLBARK",11904,0.128295756,51083,0.156672006,0.076565132,0.321834245
"324",3139,"BEENAK",12020,0.12954595,47224,0.144836419,0.078220903,0.267718413
"325",3139,"DON VALLEY",12020,0.12954595,47224,0.144836419,0.078220903,0.267718413
"326",3139,"HODDLES CREEK",12020,0.12954595,47224,0.144836419,0.078220903,0.267718413
"327",3139,"LAUNCHING PLACE",12020,0.12954595,47224,0.144836419,0.078220903,0.267718413
"328",3139,"SEVILLE",12020,0.12954595,47224,0.144836419,0.078220903,0.267718413
"329",3139,"SEVILLE EAST",12020,0.12954595,47224,0.144836419,0.078220903,0.267718413
"330",3139,"WANDIN EAST",12020,0.12954595,47224,0.144836419,0.078220903,0.267718413
"331",3139,"WANDIN NORTH",12020,0.12954595,47224,0.144836419,0.078220903,0.267718413
"332",3139,"WOORI YALLOCK",12020,0.12954595,47224,0.144836419,0.078220903,0.267718413
"333",3139,"YELLINGBO",12020,0.12954595,47224,0.144836419,0.078220903,0.267718413
"334",3140,"LILYDALE",13430,0.144742272,51169,0.156935769,0.098347084,0.323040247
"335",3141,"CHAPEL STREET NORTH",38258,0.412326868,74971,0.22993671,0.452739159,0.656822325
"336",3141,"DOMAIN ROAD PO",38258,0.412326868,74971,0.22993671,0.452739159,0.656822325
"337",3141,"SOUTH YARRA",38258,0.412326868,74971,0.22993671,0.452739159,0.656822325
"338",3142,"HAWKSBURN",76598,0.825537494,87216,0.267492232,1,0.828537372
"339",3142,"TOORAK",76598,0.825537494,87216,0.267492232,1,0.828537372
"340",3143,"ARMADALE",39149,0.421929651,77491,0.237665572,0.465457193,0.692160987
"341",3143,"ARMADALE NORTH",39149,0.421929651,77491,0.237665572,0.465457193,0.692160987
"342",3144,"KOOYONG",51062,0.550322405,87590,0.268639293,0.635502013,0.833782078
"343",3144,"MALVERN",51062,0.550322405,87590,0.268639293,0.635502013,0.833782078
"344",3144,"MALVERN NORTH",51062,0.550322405,87590,0.268639293,0.635502013,0.833782078
"345",3145,"CAULFIELD EAST",32164,0.346648581,73229,0.224593981,0.365754089,0.632393774
"346",3145,"CENTRAL PARK",32164,0.346648581,73229,0.224593981,0.365754089,0.632393774
"347",3145,"DARLING",32164,0.346648581,73229,0.224593981,0.365754089,0.632393774
"348",3145,"DARLING SOUTH",32164,0.346648581,73229,0.224593981,0.365754089,0.632393774
"349",3145,"MALVERN EAST",32164,0.346648581,73229,0.224593981,0.365754089,0.632393774
"350",3145,"WATTLETREE ROAD PO",32164,0.346648581,73229,0.224593981,0.365754089,0.632393774
"351",3146,"GLEN IRIS",31675,0.341378367,77269,0.236984696,0.358774159,0.689047819
"352",3146,"TOORONGA",31675,0.341378367,77269,0.236984696,0.358774159,0.689047819
"353",3147,"ASHBURTON",24328,0.26219583,68153,0.209025845,0.253903908,0.561211611
"354",3147,"ASHWOOD",24328,0.26219583,68153,0.209025845,0.253903908,0.561211611
"355",3148,"CHADSTONE",16738,0.180394352,53671,0.164609425,0.145565103,0.35812649
"356",3148,"CHADSTONE CENTRE",16738,0.180394352,53671,0.164609425,0.145565103,0.35812649
"357",3148,"HOLMESGLEN",16738,0.180394352,53671,0.164609425,0.145565103,0.35812649
"358",3148,"JORDANVILLE",16738,0.180394352,53671,0.164609425,0.145565103,0.35812649
"359",3149,"MOUNT WAVERLEY",18075,0.194803914,59540,0.182609699,0.164649291,0.440429112
"360",3149,"PINEWOOD",18075,0.194803914,59540,0.182609699,0.164649291,0.440429112
"361",3149,"SYNDAL",18075,0.194803914,59540,0.182609699,0.164649291,0.440429112
"362",3150,"BRANDON PARK",17920,0.193133396,57088,0.175089393,0.162436838,0.406044033
"363",3150,"GLEN WAVERLEY",17920,0.193133396,57088,0.175089393,0.162436838,0.406044033
"364",3150,"WHEELERS HILL",17920,0.193133396,57088,0.175089393,0.162436838,0.406044033
"365",3151,"BURWOOD EAST",13997,0.150853133,52931,0.162339838,0.106440378,0.347749264
"366",3151,"BURWOOD HEIGHTS",13997,0.150853133,52931,0.162339838,0.106440378,0.347749264
"367",3152,"KNOX CITY CENTRE",14114,0.152114105,54638,0.167575222,0.108110423,0.371687
"368",3152,"STUDFIELD",14114,0.152114105,54638,0.167575222,0.108110423,0.371687
"369",3152,"WANTIRNA",14114,0.152114105,54638,0.167575222,0.108110423,0.371687
"370",3152,"WANTIRNA SOUTH",14114,0.152114105,54638,0.167575222,0.108110423,0.371687
"371",3153,"BAYSWATER",11230,0.121031699,50170,0.153871827,0.066944532,0.309030991
"372",3153,"BAYSWATER NORTH",11230,0.121031699,50170,0.153871827,0.066944532,0.309030991
"373",3154,"THE BASIN",12113,0.130548261,52499,0.16101489,0.079548374,0.341691207
"374",3155,"BORONIA",11200,0.120708373,50157,0.153831956,0.066516315,0.308848689
"375",3156,"FERNTREE GULLY",13508,0.14558292,53239,0.163284477,0.099460447,0.352068434
"376",3156,"LYSTERFIELD",13508,0.14558292,53239,0.163284477,0.099460447,0.352068434
"377",3156,"LYSTERFIELD SOUTH",13508,0.14558292,53239,0.163284477,0.099460447,0.352068434
"378",3156,"MOUNTAIN GATE",13508,0.14558292,53239,0.163284477,0.099460447,0.352068434
"379",3156,"UPPER FERNTREE GULLY",13508,0.14558292,53239,0.163284477,0.099460447,0.352068434
"380",3158,"UPWEY",12751,0.137424327,53764,0.164894656,0.088655114,0.359430655
"381",3159,"MENZIES CREEK",13480,0.145281149,55023,0.16875602,0.099060778,0.377085963
"382",3159,"SELBY",13480,0.145281149,55023,0.16875602,0.099060778,0.377085963
"383",3160,"BELGRAVE",15729,0.169519821,53687,0.164658497,0.131162751,0.358350862
"384",3160,"BELGRAVE HEIGHTS",15729,0.169519821,53687,0.164658497,0.131162751,0.358350862
"385",3160,"BELGRAVE SOUTH",15729,0.169519821,53687,0.164658497,0.131162751,0.358350862
"386",3160,"TECOMA",15729,0.169519821,53687,0.164658497,0.131162751,0.358350862
"387",3161,"CAULFIELD JUNCTION",31818,0.342919554,65245,0.200106983,0.360815324,0.520431917
"388",3161,"CAULFIELD NORTH",31818,0.342919554,65245,0.200106983,0.360815324,0.520431917
"389",3162,"CAULFIELD",25018,0.269632328,64565,0.198021417,0.26375289,0.510896088
"390",3162,"CAULFIELD SOUTH",25018,0.269632328,64565,0.198021417,0.26375289,0.510896088
"391",3162,"HOPETOUN GARDENS",25018,0.269632328,64565,0.198021417,0.26375289,0.510896088
"392",3163,"BOORAN ROAD PO",16938,0.182549859,60406,0.185265728,0.148419881,0.452573272
"393",3163,"CARNEGIE",16938,0.182549859,60406,0.185265728,0.148419881,0.452573272
"394",3163,"GLEN HUNTLY",16938,0.182549859,60406,0.185265728,0.148419881,0.452573272
"395",3163,"MURRUMBEENA",16938,0.182549859,60406,0.185265728,0.148419881,0.452573272
"396",3164,"DANDENONG SOUTH",NA,NA,NA,NA,NA,NA
"397",3165,"BENTLEIGH EAST",16271,0.175361244,61413,0.188354206,0.138899198,0.466694713
"398",3165,"COATESVILLE",16271,0.175361244,61413,0.188354206,0.138899198,0.466694713
"399",3166,"HUGHESDALE",14586,0.1572011,56414,0.173022229,0.114847698,0.396592343
"400",3166,"HUNTINGDALE",14586,0.1572011,56414,0.173022229,0.114847698,0.396592343
"401",3166,"OAKLEIGH",14586,0.1572011,56414,0.173022229,0.114847698,0.396592343
"402",3166,"OAKLEIGH EAST",14586,0.1572011,56414,0.173022229,0.114847698,0.396592343
"403",3167,"OAKLEIGH SOUTH",13377,0.144171063,54398,0.16683914,0.097590568,0.368321414
"404",3168,"CLAYTON",10968,0.118207985,43654,0.133887198,0.063204773,0.217655308
"405",3168,"NOTTING HILL",10968,0.118207985,43654,0.133887198,0.063204773,0.217655308
"406",3169,"CLARINDA",10085,0.108691423,46232,0.141793947,0.050600931,0.25380732
"407",3169,"CLAYTON SOUTH",10085,0.108691423,46232,0.141793947,0.050600931,0.25380732
"408",3170,"MULGRAVE",14068,0.151618338,54023,0.165689012,0.107453824,0.363062684
"409",3170,"WAVERLEY GARDENS",14068,0.151618338,54023,0.165689012,0.107453824,0.363062684
"410",3171,"SANDOWN VILLAGE",8458,0.091156377,40730,0.124919265,0.027377316,0.176651241
"411",3171,"SPRINGVALE",8458,0.091156377,40730,0.124919265,0.027377316,0.176651241
"412",3172,"DINGLEY VILLAGE",11478,0.123704527,48115,0.147569124,0.070484456,0.280213154
"413",3172,"SPRINGVALE SOUTH",11478,0.123704527,48115,0.147569124,0.070484456,0.280213154
"414",3173,"KEYSBOROUGH",11249,0.121236472,50080,0.153595796,0.067215736,0.307768896
"415",3174,"NOBLE PARK",8682,0.093570544,43434,0.133212456,0.030574667,0.214570187
"416",3174,"NOBLE PARK EAST",8682,0.093570544,43434,0.133212456,0.030574667,0.214570187
"417",3174,"NOBLE PARK NORTH",8682,0.093570544,43434,0.133212456,0.030574667,0.214570187
"418",3175,"BANGHOLME",9241,0.099595185,43657,0.133896399,0.03855377,0.217697378
"419",3175,"DANDENONG",9241,0.099595185,43657,0.133896399,0.03855377,0.217697378
"420",3175,"DANDENONG EAST",9241,0.099595185,43657,0.133896399,0.03855377,0.217697378
"421",3175,"DANDENONG NORTH",9241,0.099595185,43657,0.133896399,0.03855377,0.217697378
"422",3175,"DANDENONG SOUTH",9241,0.099595185,43657,0.133896399,0.03855377,0.217697378
"423",3175,"DUNEARN",9241,0.099595185,43657,0.133896399,0.03855377,0.217697378
"424",3176,"SCORESBY BC",NA,NA,NA,NA,NA,NA
"425",3177,"DOVETON",7804,0.08410787,41824,0.128274572,0.018042194,0.191992708
"426",3177,"EUMEMMERRING",7804,0.08410787,41824,0.128274572,0.018042194,0.191992708
"427",3178,"ROWVILLE",13932,0.150152594,55362,0.169795736,0.105512575,0.381839854
"428",3179,"SCORESBY",12658,0.136422016,51405,0.157659583,0.087327643,0.326349741
"429",3180,"KNOXFIELD",12408,0.133727633,51538,0.158067495,0.083759171,0.328214837
"430",3181,"PRAHRAN",21615,0.232956382,67188,0.206066181,0.215178852,0.547679147
"431",3181,"PRAHRAN EAST",21615,0.232956382,67188,0.206066181,0.215178852,0.547679147
"432",3181,"WINDSOR",21615,0.232956382,67188,0.206066181,0.215178852,0.547679147
"433",3182,"ST KILDA",21124,0.227664613,59933,0.183815033,0.208170373,0.445940261
"434",3182,"ST KILDA SOUTH",21124,0.227664613,59933,0.183815033,0.208170373,0.445940261
"435",3182,"ST KILDA WEST",21124,0.227664613,59933,0.183815033,0.208170373,0.445940261
"436",3183,"BALACLAVA",18285,0.197067196,58797,0.180330911,0.167646807,0.430009816
"437",3183,"ST KILDA EAST",18285,0.197067196,58797,0.180330911,0.167646807,0.430009816
"438",3184,"BRIGHTON ROAD",23761,0.256084968,70332,0.215708857,0.245810614,0.591768335
"439",3184,"ELWOOD",23761,0.256084968,70332,0.215708857,0.245810614,0.591768335
"440",3185,"ELSTERNWICK",26514,0.285755517,70283,0.215558573,0.285106626,0.591081195
"441",3185,"GARDENVALE",26514,0.285755517,70283,0.215558573,0.285106626,0.591081195
"442",3185,"RIPPONLEA",26514,0.285755517,70283,0.215558573,0.285106626,0.591081195
"443",3186,"BRIGHTON",52828,0.569355528,92895,0.284909774,0.660709698,0.908175571
"444",3186,"BRIGHTON NORTH",52828,0.569355528,92895,0.284909774,0.660709698,0.908175571
"445",3186,"DENDY",52828,0.569355528,92895,0.284909774,0.660709698,0.908175571
"446",3186,"WERE STREET PO",52828,0.569355528,92895,0.284909774,0.660709698,0.908175571
"447",3187,"BRIGHTON EAST",30387,0.327496904,79901,0.245057063,0.340389392,0.725957089
"448",3187,"NORTH ROAD",30387,0.327496904,79901,0.245057063,0.340389392,0.725957089
"449",3188,"HAMPTON",33820,0.364496176,80182,0.245918893,0.389391647,0.72989763
"450",3188,"HAMPTON EAST",33820,0.364496176,80182,0.245918893,0.389391647,0.72989763
"451",3188,"HAMPTON NORTH",33820,0.364496176,80182,0.245918893,0.389391647,0.72989763
"452",3189,"MOORABBIN",15376,0.165715352,58028,0.177972382,0.126124069,0.419225915
"453",3189,"MOORABBIN EAST",15376,0.165715352,58028,0.177972382,0.126124069,0.419225915
"454",3189,"WISHART",15376,0.165715352,58028,0.177972382,0.126124069,0.419225915
"455",3190,"HIGHETT",17466,0.188240396,64476,0.197748454,0.155956493,0.509648016
"456",3191,"SANDRINGHAM",34333,0.37002505,81812,0.250918117,0.396714151,0.752755574
"457",3192,"CHELTENHAM",16112,0.173647616,59252,0.1817264,0.13662965,0.436390408
"458",3192,"CHELTENHAM EAST",16112,0.173647616,59252,0.1817264,0.13662965,0.436390408
"459",3192,"CHELTENHAM NORTH",16112,0.173647616,59252,0.1817264,0.13662965,0.436390408
"460",3192,"SOUTHLAND CENTRE",16112,0.173647616,59252,0.1817264,0.13662965,0.436390408
"461",3193,"BEAUMARIS",30415,0.327798675,77739,0.23842619,0.34078906,0.69563876
"462",3193,"BLACK ROCK",30415,0.327798675,77739,0.23842619,0.34078906,0.69563876
"463",3193,"BLACK ROCK NORTH",30415,0.327798675,77739,0.23842619,0.34078906,0.69563876
"464",3193,"CROMER",30415,0.327798675,77739,0.23842619,0.34078906,0.69563876
"465",3194,"MENTONE",17567,0.189328927,61399,0.188311268,0.157398156,0.466498387
"466",3194,"MENTONE EAST",17567,0.189328927,61399,0.188311268,0.157398156,0.466498387
"467",3194,"MOORABBIN AIRPORT",17567,0.189328927,61399,0.188311268,0.157398156,0.466498387
"468",3195,"ASPENDALE",17241,0.185815451,61481,0.188562763,0.152744869,0.467648296
"469",3195,"ASPENDALE GARDENS",17241,0.185815451,61481,0.188562763,0.152744869,0.467648296
"470",3195,"BRAESIDE",17241,0.185815451,61481,0.188562763,0.152744869,0.467648296
"471",3195,"MORDIALLOC",17241,0.185815451,61481,0.188562763,0.152744869,0.467648296
"472",3195,"MORDIALLOC NORTH",17241,0.185815451,61481,0.188562763,0.152744869,0.467648296
"473",3195,"PARKDALE",17241,0.185815451,61481,0.188562763,0.152744869,0.467648296
"474",3195,"WATERWAYS",17241,0.185815451,61481,0.188562763,0.152744869,0.467648296
"475",3196,"BONBEACH",13597,0.14654212,56793,0.174184626,0.100730823,0.401907166
"476",3196,"CHELSEA",13597,0.14654212,56793,0.174184626,0.100730823,0.401907166
"477",3196,"CHELSEA HEIGHTS",13597,0.14654212,56793,0.174184626,0.100730823,0.401907166
"478",3196,"EDITHVALE",13597,0.14654212,56793,0.174184626,0.100730823,0.401907166
"479",3197,"CARRUM",16788,0.180933229,57974,0.177806763,0.146278798,0.418468658
"480",3197,"PATTERSON LAKES",16788,0.180933229,57974,0.177806763,0.146278798,0.418468658
"481",3198,"BELVEDERE PARK",11090,0.119522844,50876,0.156037135,0.064946187,0.318931426
"482",3198,"SEAFORD",11090,0.119522844,50876,0.156037135,0.064946187,0.318931426
"483",3199,"FRANKSTON",12300,0.132563659,50340,0.154393219,0.082217591,0.311414949
"484",3199,"FRANKSTON EAST",12300,0.132563659,50340,0.154393219,0.082217591,0.311414949
"485",3199,"FRANKSTON HEIGHTS",12300,0.132563659,50340,0.154393219,0.082217591,0.311414949
"486",3199,"FRANKSTON SOUTH",12300,0.132563659,50340,0.154393219,0.082217591,0.311414949
"487",3199,"KARINGAL",12300,0.132563659,50340,0.154393219,0.082217591,0.311414949
"488",3199,"KARINGAL CENTRE",12300,0.132563659,50340,0.154393219,0.082217591,0.311414949
"489",3200,"FRANKSTON NORTH",7988,0.086090936,42123,0.129191608,0.020668589,0.196185668
"490",3200,"PINES FOREST",7988,0.086090936,42123,0.129191608,0.020668589,0.196185668
"491",3201,"CARRUM DOWNS",9860,0.106266478,48477,0.148679381,0.047389306,0.285289581
"492",3202,"HEATHERTON",15838,0.170694572,61826,0.189620881,0.132718605,0.472486327
"493",3204,"BENTLEIGH",20377,0.219613796,65570,0.201103761,0.197507779,0.524989483
"494",3204,"MCKINNON",20377,0.219613796,65570,0.201103761,0.197507779,0.524989483
"495",3204,"ORMOND",20377,0.219613796,65570,0.201103761,0.197507779,0.524989483
"496",3204,"PATTERSON",20377,0.219613796,65570,0.201103761,0.197507779,0.524989483
"497",3205,"SOUTH MELBOURNE",28883,0.311287494,75530,0.231651168,0.318921465,0.664661338
"498",3205,"SOUTH MELBOURNE DC",28883,0.311287494,75530,0.231651168,0.318921465,0.664661338
"499",3206,"ALBERT PARK",53940,0.581340145,99057,0.303808682,0.67658226,0.994587014
"500",3206,"MIDDLE PARK",53940,0.581340145,99057,0.303808682,0.67658226,0.994587014
"501",3207,"GARDEN CITY",31905,0.343857199,84823,0.26015288,0.362057153,0.794979666
"502",3207,"PORT MELBOURNE",31905,0.343857199,84823,0.26015288,0.362057153,0.794979666
"503",3211,"LITTLE RIVER",16359,0.176309667,59986,0.183977585,0.1401553,0.446683495
"504",3212,"AVALON",13640,0.147005554,53248,0.16331208,0.1013446,0.352194643
"505",3212,"LARA",13640,0.147005554,53248,0.16331208,0.1013446,0.352194643
"506",3212,"POINT WILSON",13640,0.147005554,53248,0.16331208,0.1013446,0.352194643
"507",3213,"ANAKIE",NA,NA,NA,NA,NA,NA
"508",3213,"BATESFORD",NA,NA,NA,NA,NA,NA
"509",3213,"LOVELY BANKS",NA,NA,NA,NA,NA,NA
"510",3213,"MOORABOOL",NA,NA,NA,NA,NA,NA
"511",3214,"CORIO",8731,0.094098643,42480,0.13028653,0.031274087,0.201191979
"512",3214,"NORLANE",8731,0.094098643,42480,0.13028653,0.031274087,0.201191979
"513",3214,"NORTH SHORE",8731,0.094098643,42480,0.13028653,0.031274087,0.201191979
"514",3215,"BELL PARK",12410,0.133749188,49961,0.153230822,0.083787719,0.306100126
"515",3215,"BELL POST HILL",12410,0.133749188,49961,0.153230822,0.083787719,0.306100126
"516",3215,"DRUMCONDRA",12410,0.133749188,49961,0.153230822,0.083787719,0.306100126
"517",3215,"GEELONG NORTH",12410,0.133749188,49961,0.153230822,0.083787719,0.306100126
"518",3215,"HAMLYN HEIGHTS",12410,0.133749188,49961,0.153230822,0.083787719,0.306100126
"519",3215,"NORTH GEELONG",12410,0.133749188,49961,0.153230822,0.083787719,0.306100126
"520",3215,"RIPPLESIDE",12410,0.133749188,49961,0.153230822,0.083787719,0.306100126
"521",3216,"BELMONT",14000,0.150885466,51750,0.158717701,0.1064832,0.331187772
"522",3216,"FRESHWATER CREEK",14000,0.150885466,51750,0.158717701,0.1064832,0.331187772
"523",3216,"GROVEDALE",14000,0.150885466,51750,0.158717701,0.1064832,0.331187772
"524",3216,"GROVEDALE EAST",14000,0.150885466,51750,0.158717701,0.1064832,0.331187772
"525",3216,"HIGHTON",14000,0.150885466,51750,0.158717701,0.1064832,0.331187772
"526",3216,"MARSHALL",14000,0.150885466,51750,0.158717701,0.1064832,0.331187772
"527",3216,"MOUNT DUNEED",14000,0.150885466,51750,0.158717701,0.1064832,0.331187772
"528",3216,"WANDANA HEIGHTS",14000,0.150885466,51750,0.158717701,0.1064832,0.331187772
"529",3216,"WAURN PONDS",14000,0.150885466,51750,0.158717701,0.1064832,0.331187772
"530",3217,"ARMSTRONG CREEK",12346,0.133059426,53425,0.16385494,0.08287419,0.354676763
"531",3217,"CHARLEMONT",12346,0.133059426,53425,0.16385494,0.08287419,0.354676763
"532",3217,"DEAKIN UNIVERSITY",12346,0.133059426,53425,0.16385494,0.08287419,0.354676763
